d3mIndex,log(wdi.pop),wdi.popurb.mi,ythbul4,log1p(bnk.unrest),log1p(bnk.strikes),log1p(nvc.dosregt),nvc.ongoing,civilwar,nvc.start.1
3071,15.348407541002949,39.481,0.2011693374,0.0,1.3862943611198906,0.0,0,0,0.0
4139,15.287871370605645,75.777,0.2168701945,0.0,0.0,0.0,0,0,0.0
6511,16.804117506575675,18.37,0.1736118034,0.0,0.0,0.6931471805599453,0,1,0.0
3343,16.561267249439812,68.767,0.1962266589,0.0,0.0,0.0,0,1,0.0
7223,16.91038778553188,11.829,0.1955883018,0.0,0.0,0.0,0,1,0.0
381,15.854780934954832,52.206,0.1754024469,0.0,0.0,0.0,0,1,0.0
3136,16.144403543646952,64.829,0.1523623965,0.0,0.0,0.0,0,0,0.0
3327,16.07577002655303,55.089,0.17934165719999998,0.6931471805599453,0.0,0.0,0,1,0.0
8127,15.085845376103993,44.886,0.17996081719999998,0.0,0.0,0.6931471805599453,0,0,0.0
8328,18.016989077366766,46.682,0.1601067687,0.6931471805599453,0.0,0.6931471805599453,0,1,1.0
4399,13.77870652229218,9.357,0.1861924686,0.0,0.0,0.0,0,0,0.0
1391,15.925966031990528,70.2,0.1750666344,0.6931471805599453,0.0,0.0,0,0,0.0
5061,17.775725339039337,17.027,0.1848890217,1.0986122886681096,0.0,0.0,0,1,0.0
6145,14.512085855809865,50.409,0.13004484300000002,0.0,0.0,0.6931471805599453,0,0,0.0
223,17.227991341940918,85.038,0.15767279439999998,0.0,0.6931471805599453,1.0986122886681096,0,0,0.0
7735,17.161822657910008,24.689,0.2020247039,0.0,0.0,1.0986122886681096,0,1,0.0
1662,17.33383609422835,30.202,0.1850333162,1.791759469228055,0.0,0.6931471805599453,0,0,0.0
5812,16.932964323485926,48.21,0.1442457059,0.0,0.0,0.0,0,0,0.0
5753,12.232159407793329,89.21,0.2068965517,0.0,0.0,0.0,0,0,0.0
3357,16.954971158250242,68.442,0.2092118908,0.6931471805599453,0.0,1.0986122886681096,0,0,0.0
2554,13.120006602390552,17.398,,,,0.0,0,0,0.0
7481,,,0.1753033547,2.079441541679836,0.6931471805599453,0.6931471805599453,1,0,0.0
7266,13.960273020351586,80.46600000000002,0.1719965428,0.0,0.0,0.0,0,0,0.0
4183,14.504492576266644,59.172,0.1633888048,0.0,0.0,0.0,0,0,0.0
7495,16.25599603562264,73.575,0.1960098005,0.0,0.0,0.0,0,0,0.0
3524,17.858107336569322,67.282,0.1141453522,1.0986122886681096,0.0,0.0,0,0,0.0
361,15.886934796787918,65.8,0.1306055232,0.0,0.0,0.0,0,0,0.0
1778,16.07140207740598,65.018,0.1750131234,0.0,0.0,0.0,0,0,0.0
3032,16.027068914099537,42.381,0.2176272658,2.4849066497880004,1.0986122886681096,0.6931471805599453,1,0,1.0
7990,14.348638623062596,47.747,,,,0.0,0,0,
5963,15.026433454350414,24.303,0.1868200187,0.0,0.0,0.0,0,0,0.0
3583,14.333391434797877,35.23900000000001,,,,0.0,0,0,0.0
2731,16.7506981377575,43.929,0.2029741717,0.0,0.0,1.0986122886681096,1,0,0.0
4209,15.782957264363509,15.411,0.185915493,1.0986122886681096,0.0,0.0,0,0,0.0
7827,16.558946178155058,25.665,0.2018337483,0.0,0.0,0.0,0,0,0.0
2259,15.637392424629569,63.773,0.2133116883,0.0,0.0,0.6931471805599453,0,0,0.0
977,15.933218992670954,68.23100000000001,0.14454745060000002,1.9459101490553128,1.3862943611198906,0.0,0,0,0.0
6644,15.948076784761446,83.1,0.1397658744,0.0,0.0,1.0986122886681096,0,0,0.0
7159,17.96141102758811,64.741,0.2026780663,0.0,0.0,0.6931471805599453,0,1,0.0
2278,12.701546024341493,30.871,0.237804878,0.0,0.0,0.0,0,0,0.0
5108,,,0.25992305530000004,0.0,0.0,0.0,0,0,0.0
349,15.840250371561401,65.446,0.1692960361,0.0,0.0,0.0,0,0,0.0
3380,14.881065765876949,49.923,0.15724137929999998,0.0,0.0,0.0,0,0,0.0
5695,15.996799501537893,34.955,0.1628954182,0.0,0.0,0.0,0,0,0.0
5035,15.895459221036315,15.449000000000002,0.175211548,0.0,0.6931471805599453,1.0986122886681096,1,0,0.0
4542,15.125463685827446,46.669,,,,0.0,0,0,0.0
621,16.150832407857212,97.239,0.1218061244,0.0,0.0,0.0,0,0,0.0
5367,18.710342046435525,32.348,0.1919839709,0.0,0.0,0.0,0,1,0.0
216,17.122144224481357,82.139,0.1650001831,1.3862943611198906,0.0,0.6931471805599453,1,0,0.0
1106,15.828198861162937,25.263,0.1901703435,0.0,0.0,0.6931471805599453,0,1,0.0
4477,13.986832675449849,42.67,0.1747491639,0.0,0.0,1.0986122886681096,0,0,0.0
2811,15.504797190026677,35.545,0.1971365639,0.6931471805599453,0.0,0.0,0,1,0.0
1327,15.174843453341934,37.966,0.2034412955,0.0,0.0,0.0,0,0,0.0
2459,15.342937009334399,63.70399999999999,0.1897524967,0.0,0.0,1.0986122886681096,0,0,0.0
2984,,,0.1901703435,0.0,0.6931471805599453,0.0,0,0,0.0
8054,16.650927824539274,53.361,,,,0.0,0,0,
867,14.320729895836394,50.677,0.2155328116,0.0,0.0,0.0,0,0,0.0
