nvc.start.1,d3mIndex
0,5
0,6
0,7
0,8
0,9
1,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
1,22
1,23
0,24
0,25
0,26
0,27
0,28
0,29
1,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
1,47
0,48
0,49
0,50
0,51
1,52
1,53
1,54
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
1,80
0,81
1,82
0,83
0,84
1,85
0,86
1,87
0,88
1,89
1,90
1,91
0,92
0,93
0,94
1,95
0,96
0,97
1,98
0,99
0,100
0,101
1,102
0,103
1,104
0,105
0,106
0,107
1,108
0,109
0,111
0,112
0,113
0,114
1,115
0,116
0,117
0,118
1,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
1,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
1,146
0,147
0,148
0,149
0,150
1,151
1,152
1,153
1,154
1,155
1,156
0,157
0,159
1,160
0,161
0,162
0,163
0,164
0,165
0,166
1,167
1,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
1,185
1,186
0,187
0,188
0,189
0,190
0,191
0,192
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
1,211
1,212
1,213
1,214
1,215
1,216
1,217
1,218
0,219
0,220
1,221
1,222
1,223
1,224
1,225
1,226
1,227
1,228
1,229
1,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
1,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,249
0,250
0,251
1,252
0,253
0,254
0,255
0,256
0,257
0,258
1,259
0,260
0,261
1,262
1,263
1,264
1,265
0,266
0,272
0,273
0,274
1,275
0,276
1,277
0,278
1,279
0,280
0,281
0,282
0,283
0,284
0,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
1,293
1,294
0,295
0,296
0,297
1,298
0,299
0,300
1,301
0,302
0,303
0,304
0,305
0,306
0,307
0,308
0,309
1,310
0,311
0,312
0,313
0,314
0,315
0,316
0,317
0,318
0,319
0,320
0,321
0,327
1,328
0,329
0,330
0,331
0,332
0,333
0,334
0,335
0,336
1,337
0,338
0,339
0,340
0,341
0,342
0,343
0,344
0,345
0,346
1,347
0,348
0,349
0,350
0,351
0,352
0,353
1,354
0,355
0,356
0,357
0,358
0,359
0,360
0,361
0,362
0,363
0,364
0,365
0,366
0,367
0,368
0,369
0,370
0,371
0,372
0,373
0,374
0,375
0,376
0,378
0,379
0,380
0,381
1,382
1,383
0,384
0,385
0,386
0,387
0,388
0,389
0,390
0,391
0,392
0,393
0,394
0,395
0,434
0,435
0,436
0,437
0,438
0,439
0,440
0,441
0,442
0,443
1,444
0,445
0,446
0,447
1,448
1,449
0,450
0,451
0,452
0,453
0,454
0,455
0,456
0,457
