sftpcons,d3mIndex
0,0
0,1
0,2
0,3
1,4
0,5
0,6
0,7
1,8
1,9
0,10
1,11
1,12
1,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
1,26
1,27
0,28
0,29
1,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
1,39
1,40
1,41
0,42
0,43
0,44
0,45
0,46
1,47
0,48
1,49
1,50
1,51
0,52
0,53
0,54
0,55
1,56
1,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
0,87
1,88
1,89
0,90
0,91
1,92
0,93
1,94
1,95
1,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
1,105
1,106
1,107
0,108
0,109
0,110
1,111
0,112
0,113
0,114
0,115
0,116
0,117
1,118
1,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
1,127
0,128
1,129
0,130
0,131
0,132
0,133
1,134
1,135
0,136
0,137
0,138
1,139
1,140
1,141
0,142
1,143
1,144
0,145
0,146
0,147
0,148
0,149
1,150
1,151
1,152
1,153
0,154
0,155
1,156
1,157
1,158
1,159
1,160
0,161
0,162
1,163
1,164
1,165
1,166
1,167
0,168
0,169
0,170
0,171
0,172
0,173
1,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
1,193
0,194
1,195
1,196
1,197
1,198
0,199
0,200
0,201
0,202
1,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
1,224
1,225
1,226
1,227
1,228
0,229
0,230
0,231
0,232
1,233
1,234
0,235
0,236
0,237
1,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
1,246
1,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
1,259
1,260
0,261
0,262
0,263
1,264
0,265
0,266
0,267
0,268
0,269
1,270
1,271
1,272
0,273
1,274
1,275
0,276
0,277
0,278
0,279
0,280
0,281
0,282
0,283
1,284
1,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
0,293
1,294
0,295
1,296
0,297
0,298
0,299
0,300
0,301
0,302
1,303
0,304
0,305
0,306
0,307
0,308
0,309
0,310
0,311
0,312
0,313
0,314
1,315
1,316
0,317
0,318
0,319
0,320
0,321
1,322
1,323
0,324
1,325
0,326
1,327
1,328
1,329
0,330
0,331
0,332
1,333
0,334
0,335
1,336
0,337
0,338
0,339
0,340
0,341
1,342
0,343
0,344
1,345
1,346
1,347
1,348
1,349
1,350
0,351
0,352
1,353
1,354
0,355
0,356
0,357
1,358
0,359
0,360
0,361
0,362
1,363
1,364
0,365
0,366
0,367
0,368
1,369
0,370
1,371
1,372
1,373
0,374
1,375
1,376
1,377
1,378
1,379
1,380
1,381
1,382
0,383
1,384
1,385
1,386
1,387
1,388
1,389
0,390
0,391
0,392
0,393
1,394
1,395
1,396
0,397
0,398
0,399
0,400
0,401
0,402
0,403
0,404
0,405
0,406
0,407
0,408
1,409
0,410
0,411
0,412
0,413
0,414
0,415
1,416
1,417
0,418
0,419
0,420
0,421
0,422
0,423
1,424
1,425
1,426
1,427
0,428
0,429
0,430
0,431
0,432
1,433
0,434
0,435
1,436
0,437
0,438
1,439
0,440
1,441
0,442
1,443
1,444
1,445
0,446
0,447
1,448
1,449
0,450
0,451
0,452
1,453
1,454
0,455
