"d3mIndex","log(wdi.pop)","wdi.popurb.mi","I(wdi.manuf.mi + wdi.servs.mi)","wdi.sch2.mi","log1p(wdi.mobp100)","ios.gattwto","nvc.start.1"
2,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
805.111111111111,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
1608.22222222222,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
2411.33333333333,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
3214.44444444444,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
4017.55555555556,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
4820.66666666667,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
5623.77777777778,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
6426.88888888889,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
7230,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
3643.5,11.8644692670879,46.06,63.999340598787,48.445365,0,1,0
3643.5,12.8821821387159,46.06,63.999340598787,48.445365,0,1,0
3643.5,13.8998950103439,46.06,63.999340598787,48.445365,0,1,0
3643.5,14.9176078819719,46.06,63.999340598787,48.445365,0,1,0
3643.5,15.9353207535999,46.06,63.999340598787,48.445365,0,1,0
3643.5,16.9530336252279,46.06,63.999340598787,48.445365,0,1,0
3643.5,17.9707464968559,46.06,63.999340598787,48.445365,0,1,0
3643.5,18.9884593684839,46.06,63.999340598787,48.445365,0,1,0
3643.5,20.0061722401119,46.06,63.999340598787,48.445365,0,1,0
3643.5,21.0238851117399,46.06,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,2.193,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,13.0604444444444,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,23.9278888888889,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,34.7953333333333,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,45.6627777777778,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,56.5302222222222,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,67.3976666666667,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,78.2651111111111,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,89.1325555555556,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,100,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,46.06,6.79999,48.445365,0,1,0
3643.5,15.9309482067246,46.06,18.4791662499462,48.445365,0,1,0
3643.5,15.9309482067246,46.06,30.1583424998924,48.445365,0,1,0
3643.5,15.9309482067246,46.06,41.8375187498387,48.445365,0,1,0
3643.5,15.9309482067246,46.06,53.5166949997849,48.445365,0,1,0
3643.5,15.9309482067246,46.06,65.1958712497311,48.445365,0,1,0
3643.5,15.9309482067246,46.06,76.8750474996773,48.445365,0,1,0
3643.5,15.9309482067246,46.06,88.5542237496235,48.445365,0,1,0
3643.5,15.9309482067246,46.06,100.23339999957,48.445365,0,1,0
3643.5,15.9309482067246,46.06,111.912576249516,48.445365,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,-52.9805698395401,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,-29.2473276351468,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,-5.51408543075342,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,18.2191567736399,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,41.9523989780333,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,65.6856411824266,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,89.4188833868199,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,113.152125591213,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,136.885367795607,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,160.61861,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,0.582064878505067,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,1.16412975701013,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,1.7461946355152,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,2.32825951402027,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,2.91032439252533,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,3.4923892710304,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,4.07445414953547,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,4.65651902804053,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,5.2385839065456,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,0,0,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,0,1,0
3643.5,15.9309482067246,46.06,63.999340598787,48.445365,0,1,1
