d3mIndex,predict,p0,p1
14571,0,0.9998360162986532,0.00016398370134680675
10036,0,0.9998725170550472,0.00012748294495260634
5586,0,0.9948873803112678,0.0051126196887322254
17701,0,0.9994898364624482,0.0005101635375518443
6688,0,0.9997966883248752,0.0002033116751246181
22759,0,0.9996483423989242,0.0003516576010758252
11092,0,0.9980131983891216,0.0019868016108783746
1251,0,0.9998720979740626,0.0001279020259373286
13893,0,0.9998731438429846,0.00012685615701528235
8598,0,0.9991099275245352,0.0008900724754647769
17385,0,0.9998163169028296,0.00018368309717029982
6186,0,0.9909936583610732,0.009006341638926541
14859,0,0.9996325486397476,0.00036745136025251855
24674,0,0.9998684956324618,0.00013150436753818652
23795,0,0.9998019606172572,0.00019803938274268827
7558,0,0.9997781296831167,0.00022187031688316718
18509,0,0.999848803218126,0.00015119678187401034
11644,0,0.9997571681461238,0.00024283185387623336
854,1,0.8263408688039326,0.1736591311960673
2301,0,0.9995177183156364,0.00048228168436356504
17928,0,0.9998914162961912,0.00010858370380870855
20514,0,0.992803451512533,0.007196548487466981
4867,0,0.9998089264840466,0.00019107351595340402
8461,0,0.9991216350797713,0.0008783649202287734
5955,0,0.9983144048711756,0.0016855951288243592
9624,0,0.9993534262095084,0.000646573790491604
20973,0,0.9997531662981348,0.0002468337018652592
4584,0,0.9998797579748336,0.00012024202516647175
19602,0,0.9998914178971408,0.00010858210285921115
13015,0,0.9998261617453535,0.00017383825464640227
17829,0,0.9995747156108764,0.00042528438912352003
13300,0,0.9998221842299598,0.00017781577004021416
17849,0,0.9997949892330744,0.00020501076692575006
11650,0,0.9996219301324584,0.0003780698675416377
1880,0,0.9996205967878972,0.00037940321210291065
10352,0,0.9997233470079984,0.0002766529920016512
6076,0,0.9924670057052212,0.007532994294778657
4616,0,0.999635517725334,0.00036448227466589583
8945,0,0.9998294161921945,0.0001705838078057316
911,0,0.999782851244514,0.00021714875548612257
9544,0,0.9988856878924532,0.0011143121075468515
12819,0,0.9998539579340632,0.00014604206593692964
255,0,0.9978868881435072,0.002113111856492884
15665,0,0.9995231291385408,0.0004768708614590028
15105,0,0.9996368566254704,0.00036314337452974035
6653,0,0.999013768861831,0.0009862311381688932
21007,0,0.999858030145336,0.00014196985466383995
1643,0,0.9998892118049918,0.00011078819500825218
24333,0,0.9997439484867592,0.0002560515132406639
14542,0,0.9998984827942249,0.00010151720577500486
10205,0,0.9998026475443271,0.0001973524556730693
7350,0,0.9977226676266632,0.002277332373336693
10142,0,0.999775945962642,0.0002240540373578757
22711,0,0.9998205557676864,0.00017944423231357242
23923,0,0.9994180358839658,0.0005819641160340963
9226,0,0.9998840949587462,0.00011590504125384856
21630,0,0.9998670562956166,0.00013294370438340778
22073,0,0.9997692383221034,0.0002307616778965632
20358,0,0.9998481955070022,0.0001518044929978221
5928,0,0.9976619430707696,0.0023380569292304355
5485,0,0.993268039916054,0.006731960083945924
17056,0,0.9998447451609012,0.00015525483909880188
8084,0,0.9998986689980172,0.00010133100198279312
22339,0,0.9998619923259682,0.00013800767403173965
