"d3mIndex","pmid","py","py2","py3","minpol","rbal","lnkmdist","mido"
17,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
4025.44444444444,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
8033.88888888889,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
12042.3333333333,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
16050.7777777778,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
20059.2222222222,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
24067.6666666667,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
28076.1111111111,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
32084.5555555556,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
36093,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,1,27,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,0,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,12,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,24,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,36,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,48,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,60,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,72,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,84,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,96,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,108,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,0,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,1296,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,2592,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,3888,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,5184,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,6480,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,7776,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,9072,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,10368,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,11664,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,0,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,139968,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,279936,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,419904,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,559872,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,699840,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,839808,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,979776,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,1119744,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,1259712,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-10,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-7.77777777777778,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-5.55555555555556,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-3.33333333333333,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-1.11111111111111,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,1.11111111111111,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,3.33333333333333,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,5.55555555555556,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,7.77777777777778,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,10,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-3,1.31240303759137e-05,7.98002359231065,0
18647,0,27,729,19683,-3,0.111058870985419,7.98002359231065,0
18647,0,27,729,19683,-3,0.222104617940463,7.98002359231065,0
18647,0,27,729,19683,-3,0.333150364895506,7.98002359231065,0
18647,0,27,729,19683,-3,0.44419611185055,7.98002359231065,0
18647,0,27,729,19683,-3,0.555241858805593,7.98002359231065,0
18647,0,27,729,19683,-3,0.666287605760637,7.98002359231065,0
18647,0,27,729,19683,-3,0.77733335271568,7.98002359231065,0
18647,0,27,729,19683,-3,0.888379099670724,7.98002359231065,0
18647,0,27,729,19683,-3,0.999424846625767,7.98002359231065,0
18647,0,27,729,19683,-3,0.116734459431979,3.43398720448515,0
18647,0,27,729,19683,-3,0.116734459431979,4.06460252251317,0
18647,0,27,729,19683,-3,0.116734459431979,4.6952178405412,0
18647,0,27,729,19683,-3,0.116734459431979,5.32583315856922,0
18647,0,27,729,19683,-3,0.116734459431979,5.95644847659725,0
18647,0,27,729,19683,-3,0.116734459431979,6.58706379462527,0
18647,0,27,729,19683,-3,0.116734459431979,7.2176791126533,0
18647,0,27,729,19683,-3,0.116734459431979,7.84829443068132,0
18647,0,27,729,19683,-3,0.116734459431979,8.47890974870934,0
18647,0,27,729,19683,-3,0.116734459431979,9.10952506673737,0
18647,0,27,729,19683,-3,0.116734459431979,7.98002359231065,0
18647,0,27,729,19683,-3,0.116734459431979,7.98002359231065,1
