d3mIndex,p_0,p_1
5,0.9981985253850338,0.0018014746149663105
6,0.9983907061200213,0.0016092938799787183
7,0.9955187727712055,0.004481227228794066
8,0.9978439872904817,0.002156012709518467
9,0.9948148739812253,0.005185126018774423
10,0.9951275180523835,0.004872481947615842
11,0.9972229053517794,0.002777094648220451
12,0.9946700645218648,0.0053299354781349995
13,0.9876468303374493,0.012353169662550411
14,0.9986283390131212,0.0013716609868789729
15,0.9972188580710651,0.0027811419289349337
16,0.9969128301744291,0.0030871698255710823
17,0.9957678326601619,0.004232167339837864
18,0.9957678326601619,0.004232167339837864
19,0.9969468910209899,0.0030531089790102363
20,0.996239535784607,0.0037604642153929134
21,0.9944745117795323,0.005525488220467532
22,0.9888304119357462,0.011169588064253357
23,0.9898853899606818,0.010114610039317793
24,0.9932230862991746,0.006776913700824909
25,0.990848681127521,0.009151318872478805
26,0.9877382261702917,0.012261773829707778
27,0.9951865081984343,0.004813491801565833
28,0.9955030131010472,0.004496986898952685
29,0.9968372350142445,0.0031627649857557372
30,0.9946299643527794,0.005370035647220721
31,0.9967713297476903,0.0032286702523098326
32,0.9909769322145879,0.009023067785411803
33,0.9965273839903969,0.0034726160096032925
34,0.9945129640306856,0.00548703596931467
35,0.9924948203299322,0.007505179670067194
36,0.982929469150688,0.017070530849311715
37,0.9979222097960826,0.0020777902039174822
38,0.9927923169272788,0.007207683072721387
39,0.9910577404033164,0.008942259596683091
40,0.9917842178398053,0.008215782160194706
41,0.991177919620389,0.00882208037961105
42,0.9908190748463293,0.009180925153670222
43,0.9958197171720136,0.004180282827986706
44,0.9908301718947804,0.009169828105219584
45,0.9947664357191209,0.0052335642808790965
46,0.9953722412944046,0.004627758705595578
47,0.9823320902184591,0.017667909781540553
48,0.9799060713565996,0.020093928643400302
49,0.9745876148763898,0.025412385123610562
50,0.9772691228868255,0.022730877113174622
51,0.9578849673333802,0.04211503266661982
52,0.9637833928231239,0.03621660717687593
53,0.9609245903521295,0.03907540964787047
54,0.9527070928171177,0.047292907182881976
60,0.9993861848887184,0.0006138151112816137
61,0.9968351027888267,0.003164897211173243
62,0.9993861848887184,0.0006138151112816137
63,0.9982577853710599,0.0017422146289395792
64,0.9992194728275406,0.0007805271724591969
65,0.999270407458673,0.0007295925413269949
66,0.9800570225790913,0.01994297742090873
67,0.9983179200623276,0.0016820799376718876
68,0.997867486728354,0.0021325132716455693
69,0.9992260631102939,0.0007739368897059315
70,0.9933524654685667,0.00664753453143326
71,0.9978851226257573,0.0021148773742421132
72,0.9988707306867767,0.001129269313223189
73,0.9982306752577003,0.0017693247422991443
74,0.9981020163070784,0.0018979836929209348
75,0.9940574529520851,0.005942547047914633
