p0,p1,d3mIndex
0.9995090015705312,0.0004909984294689144,153
0.7367549251356205,0.26324507486437954,164
0.9968003998579154,0.0031996001420845108,194
0.9845782321880204,0.015421767811979509,236
0.9977732204039396,0.0022267795960605736,186
0.08023216742375422,0.9197678325762458,264
3.958301344570305e-05,0.9999604169865542,303
0.9993794542159634,0.0006205457840366631,106
0.9967046244012758,0.0032953755987239807,413
0.9955186479566704,0.004481352043329685,63
2.674327164478152e-08,0.9999999732567284,315
0.991841721673852,0.008158278326148122,390
0.9996440702199292,0.00035592978007062615,401
0.999469577497213,0.0005304225027869711,429
0.0006709790738003793,0.9993290209261996,89
0.999481762440158,0.0005182375598420226,308
0.9919984886531726,0.00800151134682724,93
0.9529985013512564,0.0470014986487436,302
0.99786712359673,0.0021328764032699505,282
0.11531326549594542,0.8846867345040547,255
4.3379116624876314e-05,0.999956620883375,92
0.99906765716141,0.0009323428385900256,18
0.9970920088191751,0.0029079911808249305,145
5.251647037611446e-05,0.999947483529624,158
0.9416787988269691,0.058321201173031065,150
0.998161420995142,0.0018385790048581695,229
0.9948620000422356,0.005137999957764307,210
0.9963512640480822,0.0036487359519178993,188
0.9988927160424329,0.001107283957567085,394
0.9977297513328288,0.0022702486671712587,66
0.99680473132717,0.003195268672830049,283
0.998911554298156,0.0010884457018437439,208
0.999879141666846,0.00012085833315404991,140
0.9998587011786106,0.0001412988213893121,101
0.9960996348501306,0.003900365149869382,367
0.9823061808660559,0.017693819133943946,444
0.9099014394550284,0.09009856054497163,374
0.999049246469166,0.0009507535308340216,17
0.9979358370949633,0.002064162905036878,146
0.9954376648784118,0.004562335121588264,438
0.004061451505236324,0.9959385484947636,418
0.0001573605937182859,0.9998426394062818,30
3.613359532589188e-05,0.999963866404674,114
0.9859955774836427,0.014004422516357187,449
0.9985925782008064,0.0014074217991936475,103
0.9976729562936312,0.002327043706368902,231
0.9989238369811232,0.0010761630188767415,284
0.9976814222606034,0.0023185777393966416,176
0.9710622213759048,0.02893777862409499,407
0.9575445992053956,0.042455400794604435,116
0.9988603573671267,0.001139642632873249,168
0.9998297531137134,0.00017024688628660258,378
0.9989378869789072,0.001062113021092801,120
0.9985604577278102,0.0014395422721897185,230
0.003123021484175902,0.996876978515824,112
1.671935016877954e-07,0.9999998328064984,295
0.9793190401534644,0.02068095984653551,357
0.9937761288957476,0.0062238711042523435,136
0.9828107203111864,0.017189279688813796,190
0.9991862954769102,0.0008137045230897848,318
0.9931490885145045,0.006850911485495698,233
0.9876901945413992,0.01230980545860076,126
0.9502685932474048,0.049731406752595166,386
0.9992472412508624,0.0007527587491376928,271
0.9987872719705836,0.0012127280294162498,343
0.0002898313827979541,0.9997101686172021,325
0.9994825530674034,0.0005174469325966801,133
0.997596134781192,0.002403865218807875,33
9.519239595075396e-09,0.9999999904807604,433
0.9949287553181764,0.0050712446818238065,162
0.9966124771839586,0.003387522816041338,34
0.00019906203203517636,0.9998009379679648,44
0.9997825232202234,0.00021747677977661603,97
0.6947839727607467,0.3052160272392534,85
0.9991023941790872,0.0008976058209126908,61
0.00013221971571131862,0.9998677802842888,167
0.9991978070183202,0.0008021929816797702,199
0.9954299286033872,0.004570071396612605,173
0.9993153709420108,0.0006846290579891508,241
