d3mIndex,p_0,p_1
0,0.7961059239253462,0.20389407607465343
1,0.7844114038334705,0.21558859616652903
2,0.6852201457647581,0.31477985423524174
3,0.7673194143701957,0.23268058562980407
4,0.6046985843324171,0.39530141566758287
5,0.7536406204311682,0.24635937956883147
6,0.7960130251961255,0.20398697480387443
7,0.7712050843953828,0.228794915604617
8,0.6033508296293217,0.39664917037067837
9,0.5575847826898882,0.4424152173101119
10,0.6057663113639221,0.39423368863607783
11,0.5590564777966281,0.44094352220337185
12,0.8763922146030836,0.12360778539691626
13,0.6003610192297216,0.39963898077027843
14,0.9490698177629965,0.05093018223700337
15,0.9501910298842087,0.04980897011579124
16,0.95031668347898,0.04968331652101999
17,0.9529118322513025,0.0470881677486973
18,0.9500218066758549,0.04997819332414487
19,0.9301804863690545,0.06981951363094505
20,0.9701371550336343,0.02986284496636575
21,0.8786887819627198,0.12131121803727972
22,0.9466274180295919,0.053372581970408055
23,0.810969404407613,0.18903059559238733
24,0.82925898792997,0.17074101207002979
25,0.9450435671347018,0.05495643286529817
26,0.5418871958981106,0.4581128041018895
27,0.5113207241853721,0.48867927581462794
28,0.872975341809866,0.1270246581901334
29,0.872099524816402,0.12790047518359743
30,0.5111726477069927,0.48882735229300733
31,0.7955962783133625,0.20440372168663729
32,0.7841646082290609,0.2158353917709389
33,0.8529281530081936,0.14707184699180614
34,0.8647239405539812,0.1352760594460186
35,0.8584023223498032,0.14159767765019649
36,0.8562409587134395,0.1437590412865601
37,0.7449077443807924,0.25509225561920723
38,0.747353707781472,0.2526462922185274
39,0.7377756089320466,0.262224391067953
40,0.5616575891683996,0.4383424108316003
41,0.7913550782423523,0.20864492175764762
42,0.7041564925074312,0.2958435074925688
43,0.8773795428796954,0.12262045712030387
44,0.7355509089348697,0.26444909106513026
45,0.8801011612262998,0.11989883877369943
46,0.8864159534602096,0.11358404653978957
47,0.5998311661052793,0.40016883389472035
48,0.6999945891069705,0.3000054108930291
49,0.6759905211506703,0.32400947884932985
50,0.6873352200287053,0.31266477997129405
51,0.5751940413651595,0.4248059586348402
52,0.7670162480654852,0.2329837519345146
53,0.6945588563296003,0.30544114367039954
54,0.8305757590713638,0.16942424092863573
55,0.727286829930091,0.27271317006990886
56,0.5473884918243549,0.4526115081756451
57,0.5811979244951594,0.4188020755048406
58,0.7994855448948067,0.20051445510519297
59,0.8621222553072484,0.13787774469275121
60,0.8832751796893763,0.11672482031062346
61,0.8799708109061701,0.1200291890938294
62,0.9210141051348876,0.07898589486511202
63,0.9199650625340042,0.08003493746599537
64,0.8954651225597067,0.10453487744029281
65,0.901856523829258,0.09814347617074155
66,0.715294456131541,0.2847055438684592
67,0.7923660848858054,0.20763391511419446
68,0.7867834162197699,0.2132165837802303
69,0.8820321199630307,0.11796788003696922
70,0.8607089515559133,0.13929104844408616
71,0.8427847776480758,0.1572152223519239
72,0.8406497605977473,0.1593502394022522
73,0.8417638026014953,0.15823619739850434
74,0.7222267429260855,0.2777732570739149
75,0.6363902096416951,0.3636097903583049
76,0.7707061202257866,0.2292938797742136
77,0.7001399740023656,0.29986002599763456
78,0.6991607892007066,0.3008392107992932
79,0.570275791115617,0.4297242088843828
80,0.4364706316674496,0.5635293683325505
81,0.4257035040582167,0.5742964959417836
82,0.4327571996863487,0.5672428003136516
83,0.7312595111296639,0.2687404888703359
84,0.5631274148645616,0.4368725851354382
85,0.5098820921438331,0.4901179078561669
86,0.7186197577649195,0.2813802422350804
87,0.8586801564877669,0.14131984351223248
88,0.7082487386606084,0.29175126133939133
89,0.5438080291617107,0.4561919708382894
90,0.9202403295298932,0.07975967047010626
91,0.879254004784103,0.12074599521589632
92,0.6073588891552177,0.3926411108447823
93,0.8118120081990612,0.18818799180093854
94,0.8123732797272406,0.1876267202727589
95,0.8142560050312553,0.1857439949687443
96,0.8631763132243624,0.13682368677563714
97,0.80915753941612,0.1908424605838797
98,0.8057755354757155,0.19422446452428427
99,0.6460116661936162,0.35398833380638367
100,0.6180314098291741,0.3819685901708257
101,0.6209716007138377,0.3790283992861622
102,0.779691095642299,0.22030890435770076
103,0.9820780029618426,0.01792199703815738
104,0.6104879942213184,0.38951200577868134
105,0.6366742013578605,0.3633257986421395
106,0.6313956002930908,0.3686043997069091
