d3mIndex,predict,p0,p1
14571,0,0.9806149119662584,0.0193850880337415
10036,0,0.9990840302755379,0.0009159697244620103
5586,1,0.057822543708753185,0.9421774562912468
17701,0,0.9901066438046192,0.009893356195380627
6688,0,0.992256346684009,0.007743653315991011
22759,0,0.995771495418794,0.0042285045812059385
11092,1,0.6843011671339464,0.3156988328660537
1251,0,0.994451747266458,0.005548252733541921
13893,0,0.9907741356948162,0.009225864305183759
8598,0,0.9998557855082416,0.00014421449175854357
17385,0,0.993658725714636,0.0063412742853640475
6186,1,0.37945974815987066,0.6205402518401294
14859,0,0.9415009910032583,0.058499008996741576
24674,0,0.999395000406896,0.0006049995931040932
23795,0,0.9998369755623968,0.00016302443760323777
7558,0,0.9983448229607912,0.001655177039208711
18509,0,0.9977889552083954,0.0022110447916046166
11644,0,0.9943499249868961,0.005650075013103971
854,1,0.007021476907403282,0.9929785230925968
2301,0,0.9964092614893972,0.0035907385106026795
17928,0,0.994675726106772,0.005324273893228087
20514,1,0.011566360954472363,0.9884336390455276
4867,0,0.9845642244281388,0.015435775571861304
8461,0,0.9858064543100462,0.01419354568995377
5955,0,0.8835659231452188,0.11643407685478123
9624,0,0.9847904292620284,0.015209570737971415
20973,0,0.9999508349489912,4.916505100887589e-05
4584,0,0.9998980121462756,0.00010198785372443468
19602,0,0.9997548539005368,0.0002451460994631524
13015,0,0.995827109565768,0.0041728904342318044
17829,0,0.9617968025138008,0.03820319748619925
13300,0,0.9995170215502428,0.0004829784497571149
17849,0,0.9855437088021816,0.014456291197818463
11650,0,0.9931925654959408,0.006807434504059204
1880,0,0.9908059439894269,0.009194056010572958
10352,0,0.9978157461906646,0.0021842538093354248
6076,1,0.0188623037115781,0.9811376962884221
4616,0,0.9947067053365258,0.005293294663474168
8945,0,0.9981349043728308,0.0018650956271691586
911,0,0.9971966918405472,0.0028033081594527444
9544,1,0.7986607717089761,0.201339228291024
12819,0,0.9994787585627228,0.0005212414372772585
255,0,0.944975961314832,0.05502403868516787
15665,0,0.9905307876060924,0.009469212393907436
15105,0,0.9614163326097046,0.03858366739029538
6653,0,0.916592531942578,0.083407468057422
21007,0,0.9868274998338624,0.013172500166137541
1643,0,0.986991480182928,0.013008519817071964
24333,0,0.9989663184052122,0.0010336815947877519
14542,0,0.9997181272532184,0.00028187274678148833
10205,0,0.9987940076666036,0.0012059923333963814
7350,0,0.99297333042727,0.0070266695727299044
10142,0,0.9894978162457684,0.010502183754231693
22711,0,0.9993007929205924,0.0006992070794077537
23923,0,0.9913548066861284,0.008645193313871721
9226,0,0.999947359635874,5.264036412588916e-05
21630,0,0.9998849065761324,0.00011509342386746743
22073,0,0.988268635242186,0.011731364757813851
20358,0,0.9997394009133618,0.00026059908663824554
5928,0,0.9810570822508644,0.018942917749135483
5485,1,0.8075424904933995,0.19245750950660054
17056,0,0.9969604074206008,0.003039592579399254
8084,0,0.9970325263643028,0.002967473635697289
22339,0,0.9973706246529296,0.002629375347070204
6494,0,0.9998796574478784,0.00012034255212167907
21822,1,0.8413361583025685,0.15866384169743145
9470,0,0.99634928559028,0.0036507144097198533
6384,1,0.11002173590309026,0.8899782640969097
18531,0,0.9995055358737672,0.00049446412623287
13221,0,0.998747252898228,0.001252747101771877
11521,0,0.9991429535589256,0.0008570464410743862
11084,1,0.6460356286588975,0.3539643713411024
13009,0,0.9956158567186366,0.004384143281363421
12610,0,0.9821158981510826,0.017884101848917384
15310,0,0.987662061248078,0.012337938751921964
9998,0,0.9883013208498008,0.01169867915019888
20697,0,0.9990789929516384,0.0009210070483616383
2676,0,0.9035695021340192,0.09643049786598086
6321,0,0.9991759198679014,0.0008240801320985651
8675,1,0.7969616488265403,0.20303835117345967
15012,0,0.9869511511589324,0.013048848841067716
19177,0,0.9488268011409484,0.051173198859051486
2677,0,0.9107068062752779,0.08929319372472201
9309,0,0.9997330955795569,0.0002669044204429006
23396,0,0.9919511266981118,0.008048873301888138
17398,0,0.9954067941739004,0.0045932058260998035
8497,0,0.9953276757473428,0.004672324252657127
21606,0,0.9983307781653874,0.0016692218346125403
7546,0,0.997920828786124,0.0020791712138760934
9048,0,0.9992305483116594,0.0007694516883406492
19134,1,0.4802886427817385,0.5197113572182616
16382,0,0.9867090431593484,0.013290956840651671
24591,0,0.9997095865419212,0.00029041345807888217
10617,0,0.9923395735750832,0.007660426424916861
7221,0,0.997560542363272,0.00243945763672803
3711,1,0.6849712997608111,0.3150287002391891
20043,0,0.998518866077934,0.0014811339220659058
10477,0,0.9978166498210044,0.002183350178995602
20082,0,0.9998334500199474,0.00016654998005265412
23874,0,0.9739525620355612,0.026047437964438817
5168,1,0.1862330104224945,0.8137669895775054
22726,0,0.999796888650731,0.0002031113492690436
19476,0,0.9915330293510548,0.008466970648945138
24098,0,0.9845088751433276,0.015491124856672447
17596,0,0.9912532746095982,0.00874672539040176
19255,1,0.7795469033685452,0.22045309663145488
7490,0,0.9923874887946532,0.007612511205346666
5381,1,0.7516880849082546,0.2483119150917455
17227,0,0.9988333965830531,0.0011666034169467456
4646,1,0.0760378030652484,0.9239621969347516
17432,0,0.9991045421382262,0.0008954578617737742
13018,0,0.9953257846431609,0.0046742153568389115
11416,0,0.991706284328264,0.00829371567173598
8234,1,0.3510734439776719,0.6489265560223281
18944,0,0.9982210771481076,0.001778922851892345
13802,0,0.9925879974020744,0.007412002597925436
23685,0,0.9910991840059477,0.008900815994052395
13321,0,0.9932239652191526,0.006776034780847494
19343,0,0.9396491380552374,0.060350861944762677
8116,0,0.9872883512054252,0.012711648794574915
15822,0,0.991008257437596,0.008991742562404134
10476,0,0.9979231635605004,0.0020768364394995235
19601,0,0.999736048395536,0.00026395160446411327
8769,0,0.99852708062483,0.0014729193751700125
1454,0,0.995755467069,0.004244532931000175
3032,0,0.9994547133888912,0.0005452866111088761
20718,0,0.9872212200965914,0.012778779903408545
20354,0,0.9996205996335628,0.0003794003664372043
23329,0,0.9823368345293496,0.017663165470650288
6750,0,0.9999357921133906,6.420788660943809e-05
19078,0,0.999979895604618,2.0104395381979262e-05
