d3mIndex,mido
1,0.0
3011,0.0
6022,0.0
9033,0.0
12044,0.0
15055,0.0
18066,0.0
21077,0.0
24088,0.0
27099,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
13454,0.0
