d3mIndex,mido
7,0.0
2760,0.0
5514,0.0
8268,0.0
11022,0.0
13776,0.0
16530,0.0
19284,0.0
22038,0.0
24792,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
12407,0.0
