nvc.start.1,d3mIndex
0,0.0
0,933.333333333333
0,1866.66666666667
0,2800.0
0,3733.3333333333294
0,4666.666666666671
0,5600.0
0,6533.33333333333
0,7466.66666666667
0,8400.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
1,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
0,4199.0
