d3mIndex,mido
16,0.0
4024,0.0
8033,0.0
12042,0.0
16051,0.0
20060,0.0
24069,0.0
28078,0.0
32087,0.0
36096,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
18478,0.0
