nvc.start.1,d3mIndex
1,2.0
1,805.111111111111
1,1608.22222222222
1,2411.3333333333303
1,3214.44444444444
1,4017.55555555556
1,4820.666666666671
1,5623.777777777779
1,6426.8888888888905
1,7230.0
0,3643.5
0,3643.5
0,3643.5
0,3643.5
1,3643.5
0,3643.5
0,3643.5
0,3643.5
1,3643.5
1,3643.5
0,3643.5
1,3643.5
0,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
1,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
1,3643.5
0,3643.5
0,3643.5
0,3643.5
1,3643.5
0,3643.5
0,3643.5
1,3643.5
1,3643.5
0,3643.5
0,3643.5
0,3643.5
0,3643.5
1,3643.5
0,3643.5
1,3643.5
1,3643.5
1,3643.5
