p0,p1,d3mIndex
0.7257425073011361,0.27425749269886396,153
0.9484664599546304,0.05153354004536969,164
0.9999142276169796,8.577238302065182e-05,194
0.9722010805239116,0.027798919476088358,236
0.9999925427335572,7.457266442770102e-06,186
0.9841773750383888,0.01582262496161101,264
0.00229588038139177,0.9977041196186084,303
0.610659343650162,0.3893406563498381,106
0.9981527365348662,0.0018472634651338718,413
0.9990130545093384,0.0009869454906615838,63
1.6183003989537297e-06,0.9999983816996012,315
0.9993678683791651,0.0006321316208349658,390
0.9997415755411052,0.0002584244588947901,401
0.9999578962437182,4.2103756281640015e-05,429
0.03623829626187028,0.9637617037381296,89
0.9999970565262104,2.9434737894819422e-06,308
0.9992600014184788,0.0007399985815209737,93
0.9280001014449172,0.07199989855508261,302
0.9980591695528273,0.0019408304471727493,282
0.9888473556310892,0.011152644368910771,255
0.0046362858171297315,0.9953637141828702,92
0.9999939814272498,6.018572750115122e-06,18
0.9917628410605256,0.0082371589394743,145
0.007865398314548884,0.9921346016854512,158
0.9928847036376895,0.007115296362310249,150
0.9953626268992224,0.004637373100777769,229
0.9938448231468624,0.006155176853137446,210
0.97772202284409,0.022277977155909942,188
0.999545799963844,0.0004542000361560056,394
0.26319425030364824,0.7368057496963517,66
0.9979887961459216,0.0020112038540782626,283
0.9999692442240348,3.075577596504943e-05,208
0.8930801429998226,0.10691985700017728,140
0.9999167116626412,8.328833735875576e-05,101
0.9948281853854072,0.005171814614592921,367
0.9963985891796288,0.0036014108203711905,444
0.8398765254084789,0.16012347459152104,374
0.99999294063028,7.059369720140483e-06,17
0.9969872918458044,0.003012708154195805,146
0.9998777333608844,0.00012226663911551024,438
0.6464460212234292,0.3535539787765708,418
0.01697911924227461,0.9830208807577254,30
0.0036197992380699404,0.99638020076193,114
0.9974801437163762,0.002519856283623904,449
0.9999956137692224,4.3862307775919945e-06,103
0.9996471263463456,0.0003528736536543767,231
0.7801815813248011,0.21981841867519888,284
0.9984636228203422,0.0015363771796577678,176
0.9961024993574744,0.0038975006425255396,407
0.9998591575780672,0.00014084242193289028,116
0.9999912436494058,8.756350594128255e-06,168
0.9997056151101766,0.0002943848898234643,378
0.9999923424156438,7.657584356147041e-06,120
0.9986241054063846,0.0013758945936154865,230
0.4727250059866128,0.5272749940133873,112
3.4211913408116045e-07,0.999999657880866,295
0.9460693012178074,0.053930698782192664,357
0.9991383410050136,0.0008616589949863716,136
0.9597050069075244,0.0402949930924757,190
0.9975055198887184,0.0024944801112816275,318
0.9999575682017257,4.24317982744502e-05,233
0.9988320172242321,0.0011679827757680088,126
0.9975131224104364,0.002486877589563577,386
0.7677410321655207,0.23225896783447936,271
0.9997429590681828,0.00025704093181708605,343
0.060847225662023975,0.939152774337976,325
0.9997804686298808,0.00021953137011924303,133
0.915722529768404,0.08427747023159586,33
1.0925741106780853e-05,0.9999890742588932,433
0.9999723184783752,2.7681521624862355e-05,162
0.9089705763414396,0.09102942365856034,34
0.03787225937495453,0.9621277406250456,44
0.9999421668084254,5.7833191574698095e-05,97
0.993976697549855,0.0060233024501450535,85
0.9993150452419904,0.000684954758009595,61
0.009613491282288444,0.9903865087177116,167
0.9997196556553076,0.00028034434469232966,199
0.9864164386885266,0.013583561311473565,173
0.8181637872229393,0.1818362127770608,241
0.9999343632733146,6.563672668532547e-05,250
0.9983442284908196,0.0016557715091804221,447
0.9991079182220682,0.0008920817779317325,391
0.6668663816439945,0.3331336183560056,347
0.9571141689200336,0.042885831079966436,108
0.999974807052369,2.5192947631071427e-05,349
5.479774680785424e-05,0.9999452022531924,218
0.9994130356042616,0.0005869643957382867,46
0.9971559328184042,0.0028440671815957697,368
0.9642488699599996,0.03575113004000032,238
0.9999537983782368,4.6201621763295256e-05,393
0.9967060404124002,0.0032939595875998693,73
