p0,p1,d3mIndex
0.6913407442947962,0.3086592557052038,0
0.6719906294112334,0.32800937058876656,1
0.6730995192736247,0.3269004807263754,2
0.8271064978081869,0.1728935021918131,3
0.6871147299784119,0.312885270021588,4
0.8121994395312507,0.18780056046874927,5
0.8400923200307915,0.15990767996920852,6
0.8453081539524917,0.15469184604750832,7
0.7011028985347716,0.29889710146522835,8
0.7031196039357649,0.2968803960642351,9
0.8203004457946323,0.17969955420536762,10
0.6771541647515824,0.3228458352484176,11
0.6929715472114019,0.307028452788598,12
0.6931811828021204,0.3068188171978797,13
0.8298999876386004,0.17010001236139966,14
0.8295933911154931,0.17040660888450687,15
0.8260460576868417,0.17395394231315833,16
0.8255306907247346,0.17446930927526536,17
0.8305897217956367,0.1694102782043633,18
0.8290924038362066,0.17090759616379336,19
0.8449127062257074,0.15508729377429262,20
0.7090116635683836,0.2909883364316164,21
0.7974836798371192,0.2025163201628808,22
0.9572490896181346,0.04275091038186542,23
0.8620715141239335,0.13792848587606654,24
0.8590969186523002,0.14090308134769974,25
0.72948551886414,0.27051448113585996,26
0.6985629137924818,0.3014370862075181,27
0.8002316827724283,0.19976831722757174,28
0.7955045068409784,0.20449549315902166,29
0.6089236792318394,0.39107632076816057,30
0.7970486117282214,0.20295138827177855,31
0.7907496927045001,0.20925030729549984,32
0.8140524578892367,0.18594754211076325,33
0.8086291958740891,0.19137080412591095,34
0.7931795560604278,0.20682044393957225,35
0.7899389942790678,0.2100610057209322,36
0.8056986475070901,0.19430135249290995,37
0.822639200075794,0.17736079992420603,38
0.7624965839564775,0.2375034160435225,39
0.491551552458966,0.508448447541034,40
0.5250208640933651,0.4749791359066349,41
0.7198489843618754,0.28015101563812456,42
0.8459477415563204,0.15405225844367967,43
0.6901723604713688,0.3098276395286312,44
0.8370590373903342,0.1629409626096659,45
0.8426942616533108,0.15730573834668918,46
0.5776306488077576,0.4223693511922424,47
0.7656418419515004,0.2343581580484996,48
0.6180309051520265,0.3819690948479735,49
0.6345111801662602,0.3654888198337398,50
0.7260159118334613,0.27398408816653874,51
0.8254280666516628,0.17457193334833718,52
0.8372072289948058,0.16279277100519418,53
0.8429747985806314,0.15702520141936854,54
0.8299826558636898,0.17001734413631014,55
0.6717423467095179,0.32825765329048195,56
0.664754703098421,0.335245296901579,57
0.7119895371996439,0.2880104628003562,58
0.7391934145983092,0.2608065854016908,59
0.7259354657932633,0.2740645342067367,60
0.7220701670304268,0.27792983296957313,61
0.7261714616176423,0.2738285383823577,62
0.7357615013897943,0.26423849861020565,63
0.7676584711337823,0.23234152886621776,64
0.7492587202312191,0.25074127976878097,65
0.5297250186705282,0.4702749813294718,66
0.539971935073162,0.46002806492683795,67
0.5363852974485435,0.4636147025514565,68
0.8523716415637269,0.1476283584362731,69
0.8456547018750223,0.15434529812497766,70
0.8441946488077967,0.1558053511922033,71
0.8289944370489692,0.17100556295103075,72
0.8245860005187566,0.1754139994812434,73
0.6226921020815872,0.3773078979184128,74
0.6009677686234738,0.3990322313765263,75
0.7951860069184561,0.20481399308154394,76
0.5723587847892793,0.4276412152107208,77
0.6737448444995935,0.3262551555004065,78
0.6709461184903597,0.3290538815096403,79
0.3772997792797704,0.6227002207202296,80
0.3835907717274577,0.6164092282725423,81
0.4814207263576513,0.5185792736423487,82
0.6900292420877907,0.3099707579122093,83
0.7080795450306651,0.2919204549693349,84
0.722561010554015,0.2774389894459849,85
0.8117005260519122,0.18829947394808774,86
0.9004878797780999,0.09951212022190012,87
0.7956065984977774,0.20439340150222254,88
0.7450565572565366,0.25494344274346337,89
0.8630610625693572,0.13693893743064275,90
0.8785397405814214,0.1214602594185786,91
0.7401245764220743,0.25987542357792565,92
0.7654534394441126,0.23454656055588746,93
0.7651740044209072,0.23482599557909276,94
0.7695180944058719,0.2304819055941281,95
0.7873372438684296,0.2126627561315704,96
0.8695455620392782,0.1304544379607218,97
0.8563789541943598,0.14362104580564014,98
0.8116145784629321,0.1883854215370679,99
