d3mIndex,log(wdi.pop),log1p(age),postcoldwar,ios.iccpr1,nld.any.1,pitfdem,I(pitfdem * nld.any.1),I(postcoldwar * nld.any.1),as.factor(fiw.cl),log1p(pol.durable),log1p(cou.tries5),nvc.start.1
933,15.717509571011147,3.332204510175204,0,0.0,1.0,0,0.0,0.0,7.0,0.0,1.791759469228055,0.0
7045,14.811648901558911,3.9318256327243257,1,1.0,0.0,1,0.0,0.0,3.0,3.9889840465642745,0.0,0.0
5187,16.939205478671695,4.770684624465665,1,1.0,0.0,1,0.0,0.0,3.0,1.6094379124341005,0.0,0.0
1213,20.316454823513887,7.688913336864796,0,0.0,0.0,0,0.0,0.0,,2.6390573296152593,0.0,0.0
3136,16.73874428661834,3.912023005428147,1,1.0,1.0,0,0.0,1.0,5.0,0.0,0.0,0.0
2140,17.790303665548468,7.030857476116121,0,0.0,1.0,1,1.0,0.0,2.0,1.6094379124341005,0.0,0.0
2207,13.787665456498404,3.4657359027997265,1,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0
5152,14.262809628380525,3.6635616461296463,1,0.0,0.0,0,0.0,0.0,5.0,3.6635616461296463,0.0,0.0
1452,14.363131841432278,4.997212273764115,0,1.0,0.0,1,0.0,0.0,,3.912023005428147,0.0,0.0
7135,16.634205011171268,6.09807428216624,1,1.0,0.0,1,0.0,0.0,1.0,4.219507705176107,0.0,0.0
4433,14.813671372997735,4.919980925828125,0,0.0,0.0,0,0.0,0.0,4.0,3.6635616461296463,0.0,0.0
6127,17.712367741479692,6.450470422144176,0,0.0,1.0,1,1.0,0.0,4.0,1.6094379124341005,0.6931471805599453,0.0
5284,15.868426896384747,3.80666248977032,0,0.0,0.0,0,0.0,0.0,6.0,3.9318256327243257,0.0,0.0
1941,13.09507850781715,3.4339872044851463,1,1.0,1.0,0,0.0,1.0,7.0,3.4011973816621555,0.0,0.0
6181,14.761933519871835,2.9444389791664403,0,0.0,1.0,0,0.0,0.0,6.0,2.9444389791664403,0.0,0.0
6728,18.238115157385565,3.4339872044851463,1,0.0,1.0,0,0.0,1.0,5.0,3.970291913552122,0.0,0.0
6863,16.206131436395733,5.198497031265826,1,1.0,0.0,1,0.0,0.0,1.0,4.204692619390967,0.0,0.0
5065,15.996799501537893,6.7068623366027476,0,0.0,1.0,0,0.0,0.0,,3.4339872044851463,0.0,0.0
2457,16.429126042598945,5.135798437050261,1,1.0,0.0,1,0.0,0.0,4.0,2.5649493574615367,0.0,0.0
2470,15.262929651118753,2.6390573296152593,0,0.0,0.0,0,0.0,0.0,,2.6390573296152593,0.6931471805599453,0.0
4512,16.357812857338487,3.80666248977032,1,1.0,0.0,1,0.0,0.0,3.0,1.791759469228055,0.0,0.0
847,16.01828526037804,3.4657359027997265,1,0.0,1.0,0,0.0,1.0,5.0,2.4849066497880004,0.6931471805599453,0.0
1442,17.889976135975076,3.8918202981106265,1,1.0,0.0,1,0.0,0.0,6.0,1.0986122886681096,1.0986122886681096,0.0
333,15.892046507496671,4.394449154672439,1,1.0,1.0,1,1.0,1.0,1.0,3.970291913552122,0.0,0.0
3586,14.303265692785663,4.859812404361672,0,0.0,0.0,0,0.0,0.0,4.0,4.5217885770490405,0.0,0.0
690,13.918483124740284,2.8903717578961645,0,0.0,1.0,1,1.0,0.0,3.0,2.8903717578961645,0.0,0.0
3424,14.909552418117624,3.258096538021482,0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.6931471805599453,0.0
854,16.210477547523144,3.6635616461296463,1,0.0,0.0,0,0.0,0.0,4.0,2.9444389791664403,0.0,0.0
4346,16.500976783404482,6.040254711277415,0,1.0,0.0,1,0.0,0.0,1.0,3.7612001156935615,0.0,0.0
3563,14.449696700933895,3.610917912644224,1,1.0,0.0,1,0.0,0.0,3.0,0.0,0.0,0.0
3775,15.722259683513414,2.9957322735539913,0,0.0,0.0,0,0.0,0.0,7.0,2.9957322735539913,0.0,0.0
4285,16.392422006556274,5.342334251964812,0,0.0,0.0,0,0.0,0.0,5.0,2.8332133440562166,0.0,0.0
1606,13.831206726070599,3.80666248977032,1,1.0,0.0,1,0.0,0.0,1.0,3.4339872044851463,0.0,0.0
480,16.10354226227079,5.0369526024136295,0,0.0,0.0,1,0.0,0.0,1.0,3.688879454113936,0.0,0.0
3269,15.249403897883447,3.912023005428147,1,0.0,0.0,0,0.0,0.0,4.0,1.9459101490553128,0.0,0.0
2955,15.004024487227664,4.02535169073515,0,0.0,0.0,1,0.0,0.0,1.0,4.043051267834549,0.0,0.0
2102,15.405195865851034,4.219507705176107,0,1.0,0.0,1,0.0,0.0,2.0,3.737669618283368,0.0,0.0
446,16.121589540212575,2.19722457733622,1,1.0,1.0,0,0.0,1.0,6.0,1.3862943611198906,0.0,0.0
4712,14.408894307700267,5.831882477283517,0,0.0,0.0,0,0.0,0.0,6.0,3.5263605246161616,0.0,0.0
1273,16.924762971710898,5.0369526024136295,0,1.0,0.0,1,0.0,0.0,2.0,2.772588722239781,0.0,0.0
552,15.948927724614311,3.8501476017100575,1,1.0,1.0,1,1.0,1.0,2.0,2.772588722239781,0.0,0.0
549,15.852263911742707,3.7841896339182615,1,1.0,0.0,1,0.0,0.0,2.0,2.5649493574615367,0.0,0.0
2401,16.211925007612315,5.14166355650266,1,1.0,0.0,1,0.0,0.0,2.0,3.332204510175204,0.0,0.0
5590,16.95648001821887,4.143134726391533,0,0.0,0.0,0,0.0,0.0,,4.143134726391533,0.0,0.0
5106,16.153725501597897,6.755768921984255,1,1.0,1.0,1,1.0,1.0,1.0,3.258096538021482,0.0,0.0
4254,14.318836529509655,1.791759469228055,1,1.0,0.0,1,0.0,0.0,3.0,1.791759469228055,0.0,0.0
4885,14.9783013029544,5.135798437050261,0,0.0,0.0,0,0.0,0.0,5.0,3.2958368660043287,0.0,0.0
1212,20.308250268026395,7.688455356549944,0,0.0,0.0,0,0.0,0.0,,2.5649493574615367,0.0,0.0
2089,15.350150999056249,4.007333185232471,0,0.0,0.0,1,0.0,0.0,2.0,3.3672958299864737,0.0,0.0
6824,16.36026976689913,3.332204510175204,1,0.0,1.0,0,0.0,1.0,6.0,2.19722457733622,0.0,0.0
7267,18.106772936945767,4.48863636973214,1,1.0,0.0,1,0.0,0.0,3.0,3.3672958299864737,0.0,0.0
5334,15.431406373184338,2.8332133440562166,0,0.0,0.0,0,0.0,0.0,4.0,2.6390573296152593,0.0,0.0
4616,17.008939951191902,4.127134385045092,1,0.0,0.0,0,0.0,0.0,7.0,4.127134385045092,0.0,0.0
1231,20.704322540319847,7.697121317282625,0,0.0,0.0,0,0.0,0.0,6.0,3.4657359027997265,0.0,0.0
5588,16.910499758115606,4.110873864173311,0,0.0,0.0,0,0.0,0.0,,4.110873864173311,0.0,0.0
3603,14.522891949752042,4.9836066217083355,1,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
6061,16.303595817282865,1.791759469228055,0,0.0,0.0,0,0.0,0.0,,1.791759469228055,0.6931471805599453,0.0
4160,17.22979187047423,3.9318256327243257,1,0.0,1.0,0,0.0,1.0,4.0,3.737669618283368,0.0,0.0
6936,13.925720993723447,3.951243718581428,1,1.0,0.0,1,0.0,0.0,1.0,3.6375861597263857,0.0,0.0
7066,15.709499696862716,4.158883083359672,1,0.0,0.0,0,0.0,0.0,6.0,3.6375861597263857,0.0,0.0
789,16.003521374224302,4.653960350157523,0,0.0,0.0,0,0.0,0.0,7.0,3.58351893845611,0.0,0.0
561,12.439950378821814,4.394449154672439,0,0.0,0.0,0,0.0,0.0,,4.07753744390572,0.0,0.0
298,15.786226344581282,3.828641396489095,0,0.0,0.0,1,0.0,0.0,,2.8903717578961645,0.0,0.0
4127,16.64625562303053,2.8903717578961645,0,0.0,0.0,0,0.0,0.0,5.0,2.19722457733622,1.0986122886681096,0.0
1299,17.46793492704746,5.1929568508902095,1,1.0,0.0,1,0.0,0.0,4.0,3.737669618283368,0.0,0.0
7103,14.063092250469365,3.7612001156935615,1,1.0,0.0,1,0.0,0.0,2.0,3.7612001156935615,0.0,0.0
6657,16.122112373118007,4.934473933130692,0,0.0,0.0,1,0.0,0.0,,0.0,0.0,0.0
7234,14.007913625125802,3.7841896339182615,1,0.0,0.0,0,0.0,0.0,5.0,3.6635616461296463,0.0,0.0
2563,13.530119193170535,2.9957322735539913,0,0.0,0.0,0,0.0,0.0,5.0,1.791759469228055,0.0,0.0
2623,15.87452500490872,5.2574953720277815,1,0.0,0.0,1,0.0,0.0,5.0,0.6931471805599453,1.0986122886681096,0.0
5054,17.47032304154917,4.4067192472642525,1,1.0,1.0,1,1.0,1.0,2.0,2.19722457733622,0.0,0.0
3528,13.786052910606402,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,,0.6931471805599453,0.0,0.0
2784,20.85717533932843,4.0943445622220995,1,0.0,0.0,1,0.0,0.0,3.0,4.043051267834549,0.0,0.0
5884,13.915031858540065,3.6375861597263857,1,0.0,0.0,0,0.0,0.0,5.0,3.49650756146648,0.0,0.0
5565,15.713618155000686,3.6375861597263857,1,1.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0
1846,17.913712072573567,3.737669618283368,1,1.0,1.0,0,0.0,1.0,6.0,3.7612001156935615,0.0,0.0
3744,16.477812693020873,3.6375861597263857,1,1.0,1.0,1,1.0,1.0,4.0,0.0,0.0,0.0
6398,16.435684571872653,3.0910424533583165,0,0.0,0.0,1,0.0,0.0,5.0,1.3862943611198906,0.6931471805599453,0.0
2079,15.317684588933,3.80666248977032,0,0.0,0.0,1,0.0,0.0,,2.9444389791664403,0.0,0.0
6211,15.605183017568654,3.8918202981106265,1,1.0,0.0,0,0.0,0.0,5.0,2.772588722239781,0.6931471805599453,0.0
1804,16.38276809568088,5.153291594497778,1,1.0,0.0,1,0.0,0.0,3.0,1.0986122886681096,0.6931471805599453,0.0
5147,13.48753829400439,3.5263605246161616,1,0.0,0.0,0,0.0,0.0,5.0,3.5263605246161616,0.0,0.0
7295,17.21519953589064,5.2094861528414205,1,1.0,1.0,0,0.0,1.0,5.0,1.3862943611198906,0.0,0.0
3822,16.442621021404044,3.1780538303479458,0,0.0,0.0,1,0.0,0.0,4.0,2.302585092994046,0.0,0.0
