d3mIndex,predict,p0,p1
14571,0,0.9953020811080932,0.004697919357568026
10036,0,0.9984943866729736,0.0015056179836392405
5586,0,0.9423938393592834,0.05760617181658745
17701,0,0.9973836541175842,0.0026163491420447826
6688,0,0.9990113973617554,0.0009886110201478004
22759,0,0.9991260766983032,0.0008739207987673581
11092,0,0.9732005596160888,0.026799457147717483
1251,0,0.9990679621696472,0.0009320355020463467
13893,0,0.9987658262252808,0.0012341922847554088
8598,0,0.9982171654701232,0.0017828097334131598
17385,0,0.9986894130706788,0.0013106020633131266
6186,0,0.9462938904762268,0.053706109523773186
14859,0,0.9965637922286988,0.003436218947172165
24674,0,0.9992581605911256,0.0007418377208523452
23795,0,0.999228537082672,0.0007714726380072534
7558,0,0.99888277053833,0.0011172103695571425
18509,0,0.997319221496582,0.0026807663962244987
11644,0,0.9973132610321044,0.0026867608539760113
854,1,0.501935601234436,0.498064398765564
2301,0,0.9992077350616456,0.0007922442746348679
17928,0,0.9990165233612059,0.0009834802476689222
20514,0,0.9389420747756958,0.061057906597852714
4867,0,0.9986464381217957,0.0013535344041883945
8461,0,0.9951828122138976,0.0048171947710216045
5955,0,0.992759108543396,0.007240890059620142
9624,0,0.9914876222610474,0.008512381464242935
20973,0,0.9991756677627563,0.0008243391639553009
4584,0,0.9991029500961304,0.0008970402413979172
19602,0,0.9988356828689576,0.0011643343605101106
13015,0,0.9978729486465454,0.00212702970020473
17829,0,0.9939637780189514,0.0060362336225807675
13300,0,0.9983301758766174,0.0016698009567335248
17849,0,0.994883358478546,0.00511664105579257
11650,0,0.9956444501876832,0.004355577751994133
1880,0,0.9983941316604614,0.0016058703185990453
10352,0,0.9981833696365356,0.001816630130633712
6076,0,0.9730188250541688,0.026981201022863388
4616,0,0.9955983757972716,0.004401640500873327
8945,0,0.9993895292282104,0.0006104523781687021
911,0,0.9979652762413024,0.0020347451791167264
9544,0,0.9816689491271972,0.018331045284867287
12819,0,0.9974375367164612,0.0025624607224017377
255,0,0.986990213394165,0.0130098070949316
15665,0,0.9962823390960692,0.003717633662745357
15105,0,0.9904841780662536,0.009515835903584955
6653,0,0.9965408444404602,0.0034591734874993567
21007,0,0.998719036579132,0.0012809663312509654
1643,0,0.9971775412559508,0.002822482492774725
24333,0,0.9985634684562684,0.001436533173546195
14542,0,0.9992152452468872,0.000784752715844661
10205,0,0.9971109628677368,0.0028890082612633705
7350,0,0.9954630136489868,0.004537014756351709
10142,0,0.9977867603302002,0.0022132485173642635
22711,0,0.9991136193275452,0.0008863760740496217
23923,0,0.9975963234901428,0.0024036692921072245
9226,0,0.9992782473564148,0.0007217752863653004
21630,0,0.9992560744285583,0.0007439024047926067
22073,0,0.99828040599823,0.001719587598927319
20358,0,0.9990253448486328,0.0009746259311214088
5928,0,0.9922275543212892,0.007772434502840042
5485,0,0.972905933856964,0.02709406055510044
17056,0,0.9993442296981812,0.0006557725719176233
8084,0,0.9989224076271056,0.0010776175186038015
22339,0,0.9978795051574708,0.002120517892763018
6494,0,0.9990158677101136,0.0009841055143624542
21822,0,0.9940199851989746,0.005980015266686678
9470,0,0.998357594013214,0.0016424162313342097
6384,0,0.9611504673957824,0.03884955495595932
18531,0,0.9985292553901672,0.0014707708032801747
13221,0,0.9989155530929564,0.0010844458593055606
11521,0,0.9986338615417479,0.0013661192497238515
11084,0,0.9663470983505248,0.0336529016494751
13009,0,0.9975290298461914,0.002470967825502157
12610,0,0.9977319240570068,0.0022680838592350483
15310,0,0.9961925745010376,0.0038074448239058256
9998,0,0.9980725646018982,0.0019274608930572867
20697,0,0.9979234337806702,0.0020765657536685467
2676,0,0.9862654805183412,0.013734547421336174
6321,0,0.9956020712852478,0.0043979366309940815
8675,1,0.7380516529083252,0.2619483172893524
15012,0,0.995457887649536,0.0045421235263347634
19177,0,0.9961305856704712,0.003869427600875497
2677,0,0.9862654805183412,0.013734547421336174
9309,0,0.99886816740036,0.0011318522738292813
23396,0,0.998115301132202,0.0018847129540517926
