sftpcons,d3mIndex
0,0
0,1
0,2
0,3
1,4
0,5
0,6
0,7
1,8
1,9
0,10
1,11
0,12
1,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
1,26
1,27
0,28
0,29
1,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
1,39
1,40
1,41
1,42
0,43
1,44
0,45
0,46
1,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
1,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
1,74
1,75
0,76
0,77
1,78
1,79
0,80
1,81
1,82
1,83
1,84
1,85
0,86
0,87
1,88
1,89
0,90
0,91
1,92
0,93
0,94
0,95
0,96
0,97
0,98
1,99
1,100
0,101
0,102
0,103
1,104
1,105
1,106
1,107
0,108
0,109
0,110
0,111
1,112
0,113
1,114
0,115
1,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
1,129
0,130
0,131
0,132
0,133
1,134
1,135
0,136
0,137
0,138
1,139
1,140
1,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
1,152
1,153
1,154
0,155
0,156
0,157
1,158
1,159
0,160
0,161
0,162
1,163
1,164
1,165
1,166
1,167
0,168
0,169
0,170
0,171
0,172
0,173
1,174
0,175
0,176
0,177
0,178
1,179
1,180
1,181
1,182
1,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
1,193
0,194
0,195
0,196
0,197
1,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
1,211
0,212
0,213
0,214
0,215
0,216
0,217
1,218
0,219
0,220
0,221
0,222
0,223
1,224
1,225
1,226
0,227
1,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
0,238
1,239
1,240
1,241
0,242
0,243
0,244
0,245
0,246
1,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
0,259
0,260
0,261
0,262
0,263
0,264
0,265
0,266
0,267
0,268
0,269
0,270
1,271
1,272
0,273
0,274
1,275
0,276
0,277
0,278
1,279
0,280
1,281
0,282
0,283
0,284
0,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
0,293
1,294
1,295
0,296
0,297
0,298
0,299
0,300
0,301
0,302
1,303
0,304
0,305
0,306
0,307
0,308
0,309
0,310
0,311
0,312
0,313
0,314
1,315
1,316
0,317
0,318
0,319
0,320
0,321
1,322
1,323
0,324
1,325
1,326
1,327
1,328
1,329
0,330
1,331
1,332
1,333
0,334
0,335
0,336
0,337
0,338
0,339
0,340
0,341
0,342
0,343
0,344
1,345
1,346
1,347
1,348
0,349
0,350
0,351
0,352
1,353
1,354
1,355
0,356
0,357
0,358
1,359
1,360
1,361
1,362
1,363
1,364
0,365
0,366
0,367
0,368
1,369
0,370
0,371
1,372
1,373
0,374
1,375
0,376
0,377
0,378
1,379
0,380
0,381
0,382
0,383
1,384
1,385
1,386
1,387
1,388
1,389
0,390
0,391
0,392
0,393
0,394
1,395
1,396
0,397
0,398
0,399
0,400
0,401
0,402
0,403
0,404
0,405
0,406
0,407
0,408
1,409
0,410
0,411
0,412
0,413
0,414
0,415
0,416
0,417
1,418
1,419
1,420
0,421
0,422
0,423
0,424
1,425
1,426
1,427
0,428
0,429
0,430
0,431
0,432
1,433
0,434
0,435
0,436
0,437
0,438
1,439
1,440
1,441
1,442
0,443
0,444
1,445
0,446
0,447
0,448
0,449
0,450
0,451
1,452
1,453
1,454
0,455
