nvc.start.1,d3mIndex
0,5.0
0,937.777777777778
0,1870.5555555555602
0,2803.3333333333303
0,3736.1111111111104
0,4668.88888888889
0,5601.66666666667
0,6534.44444444445
0,7467.222222222221
0,8400.0
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
1,4094.5
1,4094.5
1,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
0,4094.5
