nvc.start.1,d3mIndex
0,0.0
0,933.444444444444
0,1866.8888888888898
0,2800.3333333333303
0,3733.7777777777796
0,4667.222222222221
0,5600.66666666667
0,6534.1111111111095
0,7467.555555555559
0,8401.0
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
1,4201.5
1,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
0,4201.5
