d3mIndex,p_0,p_1
5,0.9821493532974273,0.017850646702572703
6,0.9821108136326074,0.01788918636739254
7,0.982004783845817,0.01799521615418295
8,0.9818955941280971,0.018104405871902905
9,0.981783408143868,0.01821659185613195
10,0.9816613933381935,0.018338606661806502
11,0.9816494269141306,0.018350573085869352
12,0.9816294950277855,0.0183705049722145
13,0.9768752178177238,0.02312478218227625
14,0.9815569780301303,0.018443021969869734
15,0.9790987382953366,0.020901261704663436
16,0.9815254719617467,0.018474528038253387
17,0.9815154814782242,0.0184845185217758
18,0.9814987654642512,0.01850123453574876
19,0.9814577928744257,0.01854220712557435
20,0.9766457163107892,0.023354283689210813
21,0.9813894690014422,0.018610530998557806
22,0.9731311455989877,0.026868854401012263
23,0.986480560929825,0.01351943907017509
24,0.9864525282677884,0.01354747173221161
25,0.9804847414294878,0.019515258570512135
26,0.98381886780262,0.016181132197380065
27,0.9865606421527142,0.013439357847285767
28,0.9833033885651579,0.01669661143484215
29,0.9866837714333088,0.01331622856669128
30,0.9867243937139089,0.01327560628609111
31,0.9769115931820125,0.023088406817987562
32,0.9835599609495451,0.016440039050454894
33,0.9868085637843858,0.013191436215614279
34,0.9867622710842018,0.013237728915798167
35,0.9809775356358538,0.01902246436414619
36,0.9865642343492558,0.01343576565074424
37,0.986371913109906,0.013628086890093982
38,0.9861773521872237,0.013822647812776267
39,0.9859960679508125,0.01400393204918752
40,0.9858169993385673,0.014183000661432743
41,0.9857445122596498,0.014255487740350266
42,0.9856928776406373,0.014307122359362741
43,0.9856319168427338,0.01436808315726618
44,0.9855500060521687,0.014449993947831292
45,0.9854382096789778,0.014561790321022273
46,0.9816039877012372,0.0183960122987628
47,0.9789163365960121,0.021083663403987884
48,0.9850316804368049,0.01496831956319511
49,0.9764216056093573,0.023578394390642642
50,0.973132103169337,0.026867896830663086
51,0.9776934313122183,0.02230656868778169
52,0.973793133534491,0.02620686646550894
53,0.9820281306592127,0.01797186934078733
54,0.976719000392283,0.023280999607717
60,0.9874751840330039,0.012524815966996054
61,0.9874934909865261,0.012506509013473988
62,0.9875243094051257,0.012475690594874323
63,0.9847864287750174,0.01521357122498254
64,0.9875774899497628,0.012422510050237178
65,0.9875666447216644,0.012433355278335511
66,0.9875316916344067,0.012468308365593353
67,0.9874727874916668,0.012527212508333226
68,0.9808580902715524,0.019141909728447596
69,0.9872858513146638,0.012714148685336112
70,0.9821026425653447,0.017897357434655228
71,0.9869951469047616,0.013004853095238408
72,0.9868100258832176,0.013189974116782348
73,0.9811186017158131,0.01888139828418692
74,0.9863322788539032,0.013667721146096786
75,0.9861030140581231,0.013896985941876968
76,0.9823966753824304,0.017603324617569645
77,0.9855838672102739,0.014416132789726059
78,0.9853154906847824,0.014684509315217534
79,0.9851183400334169,0.014881659966583053
80,0.9812365097769846,0.018763490223015346
81,0.9812242574524135,0.01877574254758656
82,0.9850675627123564,0.014932437287643551
83,0.9851554843286673,0.014844515671332678
84,0.985215775994584,0.014784224005416036
85,0.9852986530866474,0.01470134691335261
86,0.9853398753019671,0.014660124698032935
87,0.9792045897183319,0.020795410281668106
88,0.979395957555001,0.02060404244499902
89,0.9723550197823594,0.0276449802176406
90,0.9488620448857545,0.05113795511424542
91,0.962796704750508,0.03720329524949193
92,0.984705521306023,0.015294478693976998
93,0.9839489060609291,0.0160510939390709
94,0.9864605210799103,0.013539478920089701
95,0.9865904035046696,0.013409596495330333
96,0.9821000013500452,0.017899998649954795
97,0.9847372323585053,0.015262767641494672
98,0.9841995547370365,0.015800445262963574
99,0.9839539261224369,0.01604607387756308
100,0.9839076225413009,0.01609237745869905
101,0.9867710307706148,0.013228969229385257
102,0.9866376282802473,0.013362371719752748
103,0.9833397339719038,0.01666026602809628
104,0.9863362062101563,0.013663793789843719
105,0.9862395433631416,0.013760456636858483
106,0.9828446542999397,0.017155345700060328
107,0.9804145098508646,0.019585490149135392
108,0.9862358950388929,0.013764104961107174
109,0.9785075666382909,0.02149243336170912
115,0.9829168991185725,0.017083100881427525
116,0.9828860786743462,0.017113921325653793
117,0.9827774048627664,0.017222595137233534
118,0.9825962443525592,0.01740375564744075
119,0.9823225337856759,0.017677466214324037
120,0.9820719842799008,0.01792801572009921
121,0.9818706301196168,0.018129369880383214
122,0.9817053733083109,0.018294626691689093
123,0.9815537444471071,0.018446255552892882
124,0.9813103788066655,0.01868962119333446
125,0.9762380647783478,0.02376193522165219
126,0.9808608953996251,0.019139104600374896
127,0.980663337962081,0.019336662037918964
128,0.9804685463973631,0.019531453602636854
129,0.963203577666233,0.036796422333767016
130,0.9799105174373836,0.020089482562616466
131,0.9796144134365022,0.02038558656349778
132,0.9793346021945278,0.020665397805472215
133,0.9790944307266424,0.02090556927335759
134,0.9789624924305826,0.021037507569417357
135,0.9731934667254488,0.026806533274551233
136,0.9713377457577735,0.02866225424222648
137,0.9753297440552463,0.024670255944753687
138,0.9784222066557656,0.021577793344234427
139,0.9717810016746322,0.02821899832536777
140,0.975825359323062,0.024174640676937996
141,0.9815929774583007,0.01840702254169931
142,0.9836988070902104,0.016301192909789583
143,0.9791937197791413,0.02080628022085875
144,0.9831200717482715,0.016879928251728415
145,0.9827259841840714,0.01727401581592858
146,0.9822782933168734,0.01772170668312659
147,0.9729404279496521,0.027059572050347924
148,0.9763139981776476,0.02368600182235241
149,0.9725547947688028,0.02744520523119718
150,0.9756756094517186,0.024324390548281373
151,0.981097893587624,0.018902106412375965
152,0.9811819281429053,0.018818071857094765
153,0.966913229196022,0.033086770803978045
154,0.9675133195860932,0.032486680413906774
155,0.9629923614983757,0.037007638501624265
156,0.9689070598687977,0.03109294013120234
157,0.9697713994110624,0.0302286005889376
159,0.9857834338210523,0.014216566178947686
160,0.987897566651615,0.012102433348384995
161,0.9878288405171285,0.012171159482871492
162,0.9877554035900782,0.012244596409921845
163,0.9876800564272951,0.012319943572704991
164,0.9876339526303733,0.01236604736962666
165,0.9845541689700137,0.015445831029986342
166,0.9875062530084203,0.012493746991579732
167,0.9843822764698416,0.0156177235301584
168,0.9843097833606104,0.015690216639389593
169,0.9873860116194313,0.012613988380568724
170,0.987387590149107,0.012612409850892922
171,0.9873682509642094,0.012631749035790563
172,0.984258206646579,0.015741793353420994
173,0.9769111578352749,0.023088842164725065
174,0.9818612494428332,0.018138750557166836
175,0.9817731096486871,0.018226890351312856
176,0.9839710407036667,0.016028959296333294
177,0.987035462524121,0.012964537475878994
178,0.9869324437730636,0.01306755622693648
179,0.986872543542025,0.01312745645797501
180,0.9867970552528277,0.013202944747172296
181,0.9867039080321168,0.013296091967883209
182,0.9866057664466401,0.013394233553359907
183,0.980612165418764,0.019387834581236045
184,0.9830352478194981,0.016964752180501818
185,0.9829304869286716,0.017069513071328403
186,0.9811097250785679,0.018890274921432137
187,0.9809667286463082,0.019033271353691816
188,0.9758443782416483,0.024155621758351724
189,0.9807071898908665,0.019292810109133522
190,0.9755177011092504,0.024482298890749613
191,0.9803820216407378,0.01961797835926215
192,0.9750075475002329,0.024992452499767146
198,0.9810776600458969,0.018922339954103033
199,0.9733239378159245,0.026676062184075516
200,0.9761985951413711,0.02380140485862891
201,0.9828225253149867,0.017177474685013294
202,0.9807733706974735,0.019226629302526513
203,0.9806533292556803,0.01934667074431976
204,0.9768671324942261,0.023132867505773903
205,0.9793036990333348,0.020696300966665148
206,0.9774718263962616,0.022528173603738346
207,0.9438285389294226,0.05617146107057731
208,0.962252298851187,0.03774770114881297
209,0.9764973298336069,0.02350267016639312
210,0.9748135608776162,0.025186439122383792
