nvc.start.1,d3mIndex
0,0.0
0,811.888888888889
0,1623.77777777778
0,2435.6666666666697
0,3247.55555555556
0,4059.44444444444
0,4871.333333333329
0,5683.222222222221
0,6495.1111111111095
0,7307.0
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
1,3663.5
1,3663.5
1,3663.5
1,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
0,3663.5
