sftpcons,d3mIndex
0,0.0
0,50.5555555555556
0,101.11111111111099
0,151.666666666667
0,202.22222222222197
0,252.77777777777803
0,303.33333333333303
0,353.888888888889
0,404.44444444444395
0,455.0
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
1,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
1,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
1,227.5
1,227.5
0,227.5
1,227.5
0,227.5
0,227.5
1,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
1,227.5
1,227.5
1,227.5
1,227.5
1,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
1,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
0,227.5
