d3mIndex,p_0,p_1
50,0.994829854867255,0.005170145132745172
51,0.9932906038649224,0.006709396135077579
52,0.9948020080244667,0.005197991975533323
53,0.9959069685119816,0.004093031488018443
54,0.9946113978184249,0.0053886021815751925
91,0.9963683668260339,0.003631633173966095
92,0.9989051945105514,0.001094805489448565
93,0.9989351117665926,0.0010648882334076482
94,0.9971146573417039,0.002885342658296101
95,0.9916509093551755,0.008349090644824619
96,0.9990498090919797,0.0009501909080204076
97,0.9932032158856352,0.006796784114364741
98,0.9765143477817304,0.02348565221826955
99,0.9950345087778131,0.0049654912221869
100,0.9970710306291951,0.0029289693708048174
101,0.9980420298553939,0.0019579701446061906
102,0.9988202599770861,0.001179740022914001
103,0.9963421186531569,0.003657881346843273
104,0.9982253010962687,0.0017746989037314051
105,0.9967809165710433,0.0032190834289567466
106,0.9986847940062518,0.0013152059937482355
107,0.9963056973458241,0.0036943026541759725
108,0.9778156539882096,0.022184346011790455
109,0.9996604674304514,0.00033953256954865284
129,0.9932570972617811,0.0067429027382187555
130,0.9873927512122512,0.012607248787748913
131,0.995590068904439,0.00440993109556118
132,0.9911964253717674,0.00880357462823264
133,0.9962893306229619,0.0037106693770380256
134,0.9936520527021474,0.006347947297852532
135,0.9972160027796753,0.0027839972203244313
136,0.9992723276713856,0.0007276723286143845
137,0.9799917905143802,0.020008209485619714
138,0.9970560971265282,0.002943902873471672
139,0.9986998916352751,0.0013001083647250127
140,0.9979769707514802,0.002023029248519938
141,0.9945248757684442,0.0054751242315558505
142,0.9873998021728789,0.01260019782712093
143,0.9882175630574924,0.011782436942507659
144,0.994190723045354,0.005809276954646177
145,0.9514983802229001,0.04850161977709996
146,0.9954772903679013,0.004522709632098948
147,0.9548211874625965,0.045178812537403745
148,0.9844636448192722,0.01553635518072817
149,0.9944379913772969,0.00556200862270349
150,0.9865637703465243,0.013436229653476052
151,0.9943484146245671,0.005651585375433
152,0.9916339279207115,0.008366072079288895
153,0.961013747854173,0.038986252145827065
154,0.9920770398107994,0.007922960189200788
155,0.9942279787459047,0.005772021254095547
156,0.9904222145552662,0.009577785444733785
157,0.9832225528914733,0.01677744710852651
173,0.9946177683660905,0.005382231633909641
174,0.99763687172886,0.002363128271140099
176,0.9847332595953621,0.015266740404637926
177,0.9975493162190634,0.0024506837809366564
178,0.9893473694864536,0.01065263051354639
179,0.9744725658709497,0.025527434129050258
180,0.9969357080102631,0.003064291989736819
181,0.9904724626055337,0.009527537394466249
182,0.9962888087444264,0.003711191255573518
183,0.9947431582672341,0.0052568417327658965
184,0.9837837191556211,0.01621628084437892
