nvc.start.1,d3mIndex
0,2.0
0,935.222222222222
0,1868.4444444444398
0,2801.6666666666697
0,3734.8888888888896
0,4668.11111111111
0,5601.33333333333
0,6534.55555555555
0,7467.777777777779
0,8401.0
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
1,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
0,4129.5
