d3mIndex,nvc.start.1
50.0,1
977.222222222222,1
1904.4444444444398,1
2831.6666666666697,1
3758.8888888888896,1
4686.11111111111,1
5613.33333333333,1
6540.55555555555,1
7467.777777777779,1
8395.0,1
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,0
4181.0,0
4181.0,1
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,0
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,0
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
4181.0,1
