d3mIndex,predict,p0,p1
14571,0,0.9941102439431426,0.005889756056857425
10036,0,0.9946974684427784,0.005302531557221668
5586,1,0.8812608974271696,0.1187391025728304
17701,0,0.9945096394963608,0.005490360503639107
6688,0,0.9945663424273612,0.005433657572638863
22759,0,0.9946320378315086,0.005367962168491477
11092,0,0.9837331257531424,0.01626687424685746
1251,0,0.9946187716051788,0.005381228394821175
13893,0,0.9945552791043132,0.005444720895686787
8598,0,0.9946585632824074,0.005341436717592555
17385,0,0.9944284216579902,0.005571578342009792
6186,0,0.9558704148954944,0.0441295851045055
14859,0,0.993530313125393,0.006469686874606982
24674,0,0.9947089041701928,0.005291095829807154
23795,0,0.9947120623720852,0.005287937627914733
7558,0,0.9946835424565298,0.0053164575434702386
18509,0,0.9946763070057952,0.005323692994204793
11644,0,0.9946037713604472,0.005396228639552776
854,1,0.2883869394821571,0.7116130605178429
2301,0,0.9946339459387048,0.005366054061295107
17928,0,0.9946294534459568,0.005370546554043372
20514,1,0.8679042280194429,0.13209577198055714
4867,0,0.9943476850780892,0.005652314921910786
8461,0,0.9943237285729196,0.005676271427080546
5955,0,0.9918889735762486,0.008111026423751382
9624,0,0.994355155471668,0.005644844528332038
20973,0,0.9946804692912098,0.005319530708790186
4584,0,0.9947182049183768,0.005281795081623112
19602,0,0.994712513197726,0.005287486802273869
13015,0,0.9946338735769832,0.00536612642301672
17829,0,0.9938875921133368,0.006112407886663103
13300,0,0.9946990851674128,0.005300914832587261
17849,0,0.9944204201809842,0.00557957981901584
11650,0,0.9945693926751116,0.005430607324888478
1880,0,0.99453883689715,0.0054611631028500035
10352,0,0.9946647099953948,0.00533529000460525
6076,1,0.8547145699939793,0.14528543000602065
4616,0,0.994518531663754,0.0054814683362459865
8945,0,0.9946853655813064,0.005314634418693466
911,0,0.9946510455161124,0.005348954483887508
9544,0,0.9895300249796404,0.010469975020359745
12819,0,0.9947075755232192,0.005292424476780668
255,0,0.9930476527403752,0.00695234725962465
15665,0,0.9944978520526572,0.005502147947342913
15105,0,0.9935956861380788,0.006404313861921265
6653,0,0.9929254934108018,0.00707450658919812
21007,0,0.9944797270092868,0.005520272990713129
