d3mIndex,log(wdi.pop),log(xxxcimr),wdi.gdpchg.s,sqrt(wdi.cpi),log1p(bnn.yroff),elceleth.c,dispota4.c,cir.physint,I(cir.physint^2),nvc.start.1
0,,0.6982888392490483,,,1.3862943611198906,1.0,0.0,,,0.0
1,,0.7185865664408431,,,1.6094379124341005,1.0,0.0,,,0.0
2,,0.7261731747019721,,,1.791759469228055,1.0,0.0,,,0.0
3,,0.7733421995719824,,,1.9459101490553128,1.0,0.0,,,0.0
4,,0.764485436295074,,,2.079441541679836,1.0,0.0,,,0.0
5,15.987353507615952,0.6898312739129955,,,2.19722457733622,1.0,0.0,,,0.0
6,16.007559989526207,0.4951321448653562,,,2.302585092994046,1.0,0.0,,,0.0
7,16.028366000991802,0.515845317655659,,,2.3978952727983707,1.0,0.0,,,0.0
8,16.049764025086006,0.5428013570693024,,,0.0,1.0,0.0,,,0.0
9,16.071751248473962,0.5350457214802525,,,0.6931471805599453,1.0,0.0,,,0.0
10,16.094316658390046,0.5399250093268024,,,1.0986122886681096,1.0,0.0,,,0.0
11,16.117107663058967,0.5622726469006719,,,1.3862943611198906,1.0,0.0,,,0.0
12,16.140043231099465,0.6184487550614125,,,1.6094379124341005,1.0,0.0,,,0.0
13,16.163620489750787,0.6161063968464621,,,1.791759469228055,1.0,0.0,,,0.0
14,16.188478715678713,0.6333630265264935,,,1.9459101490553128,1.0,0.0,,,0.0
15,16.214824914296234,0.6644241030157124,,,2.079441541679836,1.0,0.0,,,0.0
16,16.242386001375,0.6943686034192506,,,2.19722457733622,1.0,0.0,,,0.0
17,16.27033396051349,0.7531794661328415,,,2.302585092994046,1.0,0.0,,,0.0
18,16.297609269180047,0.7830884990591693,,,0.0,1.0,0.0,,,0.0
19,16.322960275954202,0.8146188069490579,,,2.4849066497880004,1.0,0.0,,,0.0
20,16.345373842853522,0.8320237253471852,,,2.5649493574615367,1.0,0.0,,,0.0
21,16.365487618661398,0.7892250981236565,,,2.6390573296152593,1.0,0.0,,,0.0
22,16.383107177564117,0.8209830179907899,,,2.7080502011022096,1.0,0.0,,,0.0
23,16.39569685678751,0.9077583925736042,,,0.0,1.0,1.0,,,0.0
24,16.40004592801083,0.9704885440570664,,,0.0,1.0,1.0,,,0.0
25,16.394243787566182,1.0267989828501132,,,0.6931471805599453,1.0,1.0,,,0.0
26,16.377670490132388,1.0806536392212946,,,1.0986122886681096,1.0,1.0,0.0,0.0,0.0
27,16.351941250515367,1.1364201873136872,,,1.3862943611198906,1.0,1.0,0.0,0.0,0.0
28,16.320377338983928,1.1748877485508114,,,1.6094379124341005,1.0,1.0,0.0,0.0,0.0
29,16.288193214920895,1.1905723280133256,,,1.791759469228055,1.0,1.0,0.0,0.0,0.0
30,16.260374163243892,1.197245209443332,,,1.9459101490553128,1.0,1.0,0.0,0.0,0.0
31,16.236983764679845,1.2346547574129008,,,0.0,1.0,1.0,0.0,0.0,0.0
32,16.219126436849514,1.24833781073965,,,0.6931471805599453,1.0,1.0,0.0,0.0,0.0
